wild_1	wild_2	score	bit_score	E_value	log_E_value	per_identity
2KSO_B	3SF4_D	0.0	0.0	inf	inf	0.0
2REX_A	3SF4_D	0.0	0.0	inf	inf	0.0
2REX_B	3SF4_D	11.0	8.84543	3167.62	8.06073579624485	66.66666666666666
2WPT_A	3SF4_D	17.0	11.1566	400.013	5.991497046579869	26.923076923076923
2WPT_B	3SF4_D	0.0	0.0	inf	inf	0.0
3BT1_A	3SF4_D	0.0	0.0	inf	inf	0.0
3BT1_U	3SF4_D	15.0	10.3862	918.471	6.822710330939534	33.33333333333333
3BX1_A	3SF4_D	0.0	0.0	inf	inf	0.0
3BX1_C	3SF4_D	0.0	0.0	inf	inf	0.0
3EG5_A	3SF4_D	32.0	16.9346	2.84179	1.0444341353191724	26.08695652173913
3EG5_B	3SF4_D	11.0	8.84543	3277.59	8.094863675215072	42.857142857142854
3F1S_A	3SF4_D	20.0	12.3122	177.541	5.179201568157824	33.33333333333333
3F1S_B	3SF4_D	13.0	9.61583	1519.19	7.325932577064616	17.857142857142858
3KUD_A	3SF4_D	17.0	11.1566	399.811	5.990991935444682	31.25
3KUD_B	3SF4_D	0.0	0.0	inf	inf	0.0
3LB6_A	3SF4_D	0.0	0.0	inf	inf	0.0
3LB6_C	3SF4_D	0.0	0.0	inf	inf	0.0
3MZG_A	3SF4_D	0.0	0.0	inf	inf	0.0
3MZG_B	3SF4_D	0.0	0.0	inf	inf	0.0
3N06_A	3SF4_D	0.0	0.0	inf	inf	0.0
3N06_B	3SF4_D	0.0	0.0	inf	inf	0.0
3N0P_A	3SF4_D	0.0	0.0	inf	inf	0.0
3N0P_B	3SF4_D	0.0	0.0	inf	inf	0.0
3N4I_A	3SF4_D	13.0	9.61583	1417.39	7.256572431179827	50.0
3N4I_B	3SF4_D	0.0	0.0	inf	inf	0.0
3NCB_A	3SF4_D	0.0	0.0	inf	inf	0.0
3NCB_B	3SF4_D	0.0	0.0	inf	inf	0.0
3NCC_A	3SF4_D	0.0	0.0	inf	inf	0.0
3NCC_B	3SF4_D	0.0	0.0	inf	inf	0.0
3NVN_A	3SF4_D	37.0	18.8606	0.615318	-0.4856160716411549	43.75
3NVN_B	3SF4_D	14.0	10.001	1043.92	6.950738137153992	25.0
3Q3J_A	3SF4_D	15.0	10.3862	1000.67	6.908425054632341	44.44444444444444
3Q3J_B	3SF4_D	11.0	8.84543	3101.47	8.039631471627393	66.66666666666666
3QHY_A	3SF4_D	0.0	0.0	inf	inf	0.0
3QHY_B	3SF4_D	0.0	0.0	inf	inf	0.0
3RF3_A	3SF4_D	0.0	0.0	inf	inf	0.0
3RF3_C	3SF4_D	0.0	0.0	inf	inf	0.0
3S9D_A	3SF4_D	0.0	0.0	inf	inf	0.0
3S9D_B	3SF4_D	0.0	0.0	inf	inf	0.0
3SE3_A	3SF4_D	17.0	11.1566	537.155	6.286286693456085	31.25
3SE3_B	3SF4_D	0.0	0.0	inf	inf	0.0
3SF4_A	3SF4_D	16.0	10.7714	673.195	6.512035035075759	45.45454545454545
3SF4_D	3SF4_D	228.0	92.4337	2.83851e-30	-68.03427352321144	100.0
3U82_A	3SF4_D	0.0	0.0	inf	inf	0.0
3U82_B	3SF4_D	20.0	12.3122	156.844	5.055251680796953	33.33333333333333
3WWN_A	3SF4_D	31.0	16.5494	4.31269	1.4615618393579688	38.46153846153847
3WWN_B	3SF4_D	0.0	0.0	inf	inf	0.0
4BFI_A	3SF4_D	15.0	10.3862	855.862	6.752109148191944	30.0
4BFI_B	3SF4_D	0.0	0.0	inf	inf	0.0
4EKD_A	3SF4_D	12.0	9.23063	2103.48	7.651348395022456	66.66666666666666
4EKD_B	3SF4_D	0.0	0.0	inf	inf	0.0
4FZA_A	3SF4_D	21.0	12.6974	108.476	4.686528950355911	42.857142857142854
4FZA_B	3SF4_D	0.0	0.0	inf	inf	0.0
4G0N_A	3SF4_D	22.0	13.0826	101.671	4.621742109981789	26.08695652173913
4G0N_B	3SF4_D	0.0	0.0	inf	inf	0.0
4G2V_A	3SF4_D	16.0	10.7714	687.549	6.533133099728219	45.45454545454545
4G2V_B	3SF4_D	0.0	0.0	inf	inf	0.0
4HRN_A	3SF4_D	0.0	0.0	inf	inf	0.0
4HRN_D	3SF4_D	0.0	0.0	inf	inf	0.0
4L0P_A	3SF4_D	0.0	0.0	inf	inf	0.0
4L0P_B	3SF4_D	0.0	0.0	inf	inf	0.0
4MYW_A	3SF4_D	0.0	0.0	inf	inf	0.0
4MYW_B	3SF4_D	20.0	12.3122	156.857	5.0553345622669354	33.33333333333333
4NZW_A	3SF4_D	22.0	13.0826	99.8153	4.603321478180387	42.857142857142854
4NZW_B	3SF4_D	23.0	13.4678	67.0426	4.205328238238023	71.42857142857143
4O27_A	3SF4_D	22.0	13.0826	106.267	4.6659547950058915	42.857142857142854
4O27_B	3SF4_D	0.0	0.0	inf	inf	0.0
4OFY_A	3SF4_D	0.0	0.0	inf	inf	0.0
4OFY_D	3SF4_D	0.0	0.0	inf	inf	0.0
4RA0_A	3SF4_D	12.0	9.23063	2514.34	7.82976562264694	100.0
4RA0_C	3SF4_D	16.0	10.7714	708.011	6.56245963029619	26.31578947368421
4RS1_A	3SF4_D	0.0	0.0	inf	inf	0.0
4RS1_B	3SF4_D	0.0	0.0	inf	inf	0.0
4WND_A	3SF4_D	16.0	10.7714	673.844	6.51299863011676	45.45454545454545
4WND_B	3SF4_D	0.0	0.0	inf	inf	0.0
4Y61_A	3SF4_D	0.0	0.0	inf	inf	0.0
4Y61_B	3SF4_D	0.0	0.0	inf	inf	0.0
4YEB_A	3SF4_D	0.0	0.0	inf	inf	0.0
4YEB_B	3SF4_D	17.0	11.1566	413.935	6.025708956667848	37.5
4YFD_A	3SF4_D	0.0	0.0	inf	inf	0.0
4YFD_B	3SF4_D	15.0	10.3862	1000.31	6.908065230942065	22.22222222222222
5CXB_A	3SF4_D	0.0	0.0	inf	inf	0.0
5CXB_B	3SF4_D	0.0	0.0	inf	inf	0.0
5CYK_A	3SF4_D	0.0	0.0	inf	inf	0.0
5CYK_B	3SF4_D	0.0	0.0	inf	inf	0.0
5F4E_A	3SF4_D	21.0	12.6974	123.471	4.8160063106802475	50.0
5F4E_B	3SF4_D	12.0	9.23063	2267.01	7.726217061613813	66.66666666666666
5K39_A	3SF4_D	0.0	0.0	inf	inf	0.0
5K39_B	3SF4_D	0.0	0.0	inf	inf	0.0
5M2O_A	3SF4_D	0.0	0.0	inf	inf	0.0
5M2O_B	3SF4_D	0.0	0.0	inf	inf	0.0
5TAR_A	3SF4_D	18.0	11.5418	353.655	5.8683218616543575	31.25
5TAR_B	3SF4_D	0.0	0.0	inf	inf	0.0
5UFE_A	3SF4_D	18.0	11.5418	353.912	5.869048294660141	31.25
5UFE_B	3SF4_D	25.0	14.2382	30.1302	3.405527991022602	44.44444444444444
1A22_A	3U82_A	27.0	15.0086	125.358	4.831173643868169	45.45454545454545
1A22_B	3U82_A	30.0	16.1642	66.3315	4.194664897483486	66.66666666666666
1BP3_A	3U82_A	28.0	15.3938	122.626	4.809139072796211	45.45454545454545
1BP3_B	3U82_A	12.0	9.23063	9569.99	9.166387439514375	36.36363636363637
1C1Y_A	3U82_A	14.0	10.001	5229.08	8.561990633363505	40.0
1C1Y_B	3U82_A	35.0	18.0902	9.52281	2.253689973316977	66.66666666666666
1E50_A	3U82_A	29.0	15.779	72.636	4.28546066669755	21.21212121212121
1E50_B	3U82_A	33.0	17.3198	23.2708	3.1471993557520475	50.0
1FC2_C	3U82_A	0.0	0.0	inf	inf	0.0
1FC2_D	3U82_A	32.0	16.9346	32.273	3.4742309673455636	28.947368421052634
1FFW_A	3U82_A	18.0	11.5418	1963.97	7.582723213848665	33.33333333333333
1FFW_B	3U82_A	0.0	0.0	inf	inf	0.0
1GUA_A	3U82_A	14.0	10.001	5276.11	8.570944362747992	40.0
1GUA_B	3U82_A	37.0	18.8606	5.6	1.7227665977411035	66.66666666666666
1JTD_A	3U82_A	26.0	14.6234	215.999	5.375273778043819	26.31578947368421
1JTD_B	3U82_A	12.0	9.23063	9261.86	9.133660171400653	55.55555555555556
1JTG_A	3U82_A	25.0	14.2382	292.03	5.676856536716945	26.31578947368421
1JTG_B	3U82_A	16.0	10.7714	3462.49	8.149743262404781	66.66666666666666
1K8R_A	3U82_A	24.0	13.853	352.831	5.8659891887531534	39.130434782608695
1K8R_B	3U82_A	0.0	0.0	inf	inf	0.0
1LFD_A	3U82_A	41.0	20.4014	1.74284	0.5555159665699494	30.0
1LFD_B	3U82_A	24.0	13.853	340.567	5.830611875689678	39.130434782608695
1WQJ_B	3U82_A	12.0	9.23063	10165.1	9.226715563692366	30.434782608695656
1WQJ_I	3U82_A	0.0	0.0	inf	inf	0.0
1YCS_A	3U82_A	29.0	15.779	74.4564	4.310213719169398	42.857142857142854
1YCS_B	3U82_A	25.0	14.2382	233.168	5.451759223791341	80.0
2AW2_A	3U82_A	0.0	0.0	inf	inf	0.0
2AW2_B	3U82_A	17.0	11.1566	2854.76	7.956743055509329	75.0
2C5D_A	3U82_A	21.0	12.6974	936.512	6.842162335469961	44.44444444444444
2C5D_C	3U82_A	24.0	13.853	299.536	5.702234610665912	50.0
2DVW_A	3U82_A	32.0	16.9346	36.5516	3.5987249608874565	55.55555555555556
2DVW_B	3U82_A	0.0	0.0	inf	inf	0.0
2G2U_A	3U82_A	0.0	0.0	inf	inf	0.0
2G2U_B	3U82_A	16.0	10.7714	3462.49	8.149743262404781	66.66666666666666
2KSO_A	3U82_A	0.0	0.0	inf	inf	0.0
2KSO_B	3U82_A	26.0	14.6234	131.078	4.875792565856415	57.14285714285714
2REX_A	3U82_A	14.0	10.001	5687.96	8.646106939109545	33.33333333333333
2REX_B	3U82_A	14.0	10.001	6422.87	8.767620337289616	32.142857142857146
2WPT_A	3U82_A	23.0	13.4678	468.429	6.149384542701999	33.33333333333333
2WPT_B	3U82_A	27.0	15.0086	145.043	4.977030250181941	43.75
3BT1_A	3U82_A	0.0	0.0	inf	inf	0.0
3BT1_U	3U82_A	24.0	13.853	311.67	5.74194493575055	27.77777777777778
3BX1_A	3U82_A	21.0	12.6974	721.972	6.581986356977382	33.33333333333333
3BX1_C	3U82_A	22.0	13.0826	553.041	6.315432139822848	22.857142857142858
3EG5_A	3U82_A	33.0	17.3198	22.84	3.1285133847878095	23.214285714285715
3EG5_B	3U82_A	35.0	18.0902	17.8427	2.8815944609918	31.818181818181817
3F1S_A	3U82_A	44.0	21.557	1.15658	0.14546737452952824	23.88059701492537
3F1S_B	3U82_A	31.0	16.5494	48.5828	3.8832695588006927	45.45454545454545
3KUD_A	3U82_A	24.0	13.853	365.541	5.901378448001276	39.130434782608695
3KUD_B	3U82_A	37.0	18.8606	5.6	1.7227665977411035	66.66666666666666
3LB6_A	3U82_A	27.0	15.0086	119.288	4.781540737288606	28.57142857142857
3LB6_C	3U82_A	24.0	13.853	320.806	5.770836579059351	20.0
3MZG_A	3U82_A	11.0	8.84543	14052.8	9.550576943162852	100.0
3MZG_B	3U82_A	24.0	13.853	377.212	5.93280736361488	20.0
3N06_A	3U82_A	11.0	8.84543	14178.5	9.559482011698059	100.0
3N06_B	3U82_A	24.0	13.853	377.212	5.93280736361488	20.0
3N0P_A	3U82_A	11.0	8.84543	14178.5	9.559482011698059	100.0
3N0P_B	3U82_A	24.0	13.853	377.212	5.93280736361488	20.0
3N4I_A	3U82_A	0.0	0.0	inf	inf	0.0
3N4I_B	3U82_A	16.0	10.7714	3462.49	8.149743262404781	66.66666666666666
3NCB_A	3U82_A	11.0	8.84543	14178.5	9.559482011698059	100.0
3NCB_B	3U82_A	24.0	13.853	377.212	5.93280736361488	20.0
3NCC_A	3U82_A	11.0	8.84543	14052.8	9.550576943162852	100.0
3NCC_B	3U82_A	24.0	13.853	384.014	5.950679010256471	41.66666666666667
3NVN_A	3U82_A	28.0	15.3938	124.161	4.821579110526185	33.33333333333333
3NVN_B	3U82_A	33.0	17.3198	33.2196	3.503140063173463	37.142857142857146
3Q3J_A	3U82_A	29.0	15.779	61.2657	4.115220143109417	38.46153846153847
3Q3J_B	3U82_A	18.0	11.5418	1885.09	7.541730844100428	28.947368421052634
3QHY_A	3U82_A	25.0	14.2382	299.55	5.702281348529934	26.08695652173913
3QHY_B	3U82_A	12.0	9.23063	9511.07	9.160211662354365	55.55555555555556
3RF3_A	3U82_A	28.0	15.3938	128.826	4.858462656652625	38.095238095238095
3RF3_C	3U82_A	0.0	0.0	inf	inf	0.0
3S9D_A	3U82_A	23.0	13.4678	460.368	6.132026169653705	66.66666666666666
3S9D_B	3U82_A	30.0	16.1642	68.5873	4.2281073863976095	28.57142857142857
3SE3_A	3U82_A	28.0	15.3938	120.163	4.788849154415213	22.22222222222222
3SE3_B	3U82_A	17.0	11.1566	2603.03	7.864431430091424	75.0
3SF4_A	3U82_A	29.0	15.779	92.3268	4.525334456893011	35.294117647058826
3SF4_D	3U82_A	0.0	0.0	inf	inf	0.0
3U82_A	3U82_A	1235.0	480.33	5.98501e-178	-408.0708885430878	100.0
3U82_B	3U82_A	27.0	15.0086	139.09	4.935121205619039	35.714285714285715
3WWN_A	3U82_A	29.0	15.779	98.0509	4.58548673159054	22.413793103448278
3WWN_B	3U82_A	0.0	0.0	inf	inf	0.0
4BFI_A	3U82_A	33.0	17.3198	25.848	3.252233228522197	20.408163265306122
4BFI_B	3U82_A	20.0	12.3122	1213.03	7.100876640707467	36.36363636363637
4EKD_A	3U82_A	29.0	15.779	94.7471	4.551211236633978	45.45454545454545
4EKD_B	3U82_A	16.0	10.7714	3710.24	8.218851843536125	42.857142857142854
4FZA_A	3U82_A	0.0	0.0	inf	inf	0.0
4FZA_B	3U82_A	24.0	13.853	386.191	5.9563320657353005	35.714285714285715
4G0N_A	3U82_A	24.0	13.853	365.286	5.900680608402169	39.130434782608695
4G0N_B	3U82_A	35.0	18.0902	9.52772	2.254205444551501	66.66666666666666
4G2V_A	3U82_A	26.0	14.6234	195.623	5.276189337599983	50.0
4G2V_B	3U82_A	0.0	0.0	inf	inf	0.0
4HRN_A	3U82_A	0.0	0.0	inf	inf	0.0
4HRN_D	3U82_A	21.0	12.6974	703.282	6.55575794935642	30.0
4L0P_A	3U82_A	15.0	10.3862	4181.14	8.338339215608206	25.0
4L0P_B	3U82_A	28.0	15.3938	89.2928	4.49192085753225	38.095238095238095
4MYW_A	3U82_A	1123.0	437.187	9.43295e-161	-368.47199109292836	89.6103896103896
4MYW_B	3U82_A	27.0	15.0086	139.208	4.935969217513278	24.050632911392405
4NZW_A	3U82_A	27.0	15.0086	162.042	5.0878555608897695	27.27272727272727
4NZW_B	3U82_A	22.0	13.0826	631.854	6.448658354801095	80.0
4O27_A	3U82_A	16.0	10.7714	3516.1	8.165107699811312	33.33333333333333
4O27_B	3U82_A	31.0	16.5494	49.0831	3.893514780032253	37.5
4OFY_A	3U82_A	22.0	13.0826	703.3	6.555783543313972	32.0
4OFY_D	3U82_A	46.0	22.3274	0.743475	-0.2964201383950662	35.08771929824561
4RA0_A	3U82_A	21.0	12.6974	920.579	6.825002819912881	44.44444444444444
4RA0_C	3U82_A	28.0	15.3938	122.004	4.804053831081024	31.25
4RS1_A	3U82_A	17.0	11.1566	2251.62	7.719405236122815	35.0
4RS1_B	3U82_A	22.0	13.0826	648.987	6.4754126856868295	36.84210526315789
4WND_A	3U82_A	26.0	14.6234	203.002	5.3132158312100035	50.0
4WND_B	3U82_A	0.0	0.0	inf	inf	0.0
4Y61_A	3U82_A	34.0	17.705	18.9545	2.9420413703560753	26.190476190476193
4Y61_B	3U82_A	28.0	15.3938	105.798	4.661531615653842	31.818181818181817
4YEB_A	3U82_A	25.0	14.2382	274.857	5.6162509624196835	33.33333333333333
4YEB_B	3U82_A	39.0	19.631	5.14382	1.6377959940991258	22.916666666666664
4YFD_A	3U82_A	34.0	17.705	21.1168	3.0500689322069654	26.190476190476193
4YFD_B	3U82_A	31.0	16.5494	53.4763	3.979238565098408	26.31578947368421
5CXB_A	3U82_A	23.0	13.4678	514.853	6.243881423025669	44.44444444444444
5CXB_B	3U82_A	32.0	16.9346	33.5272	3.5123570496843186	31.57894736842105
5CYK_A	3U82_A	22.0	13.0826	576.443	6.356876462314401	32.432432432432435
5CYK_B	3U82_A	32.0	16.9346	33.2139	3.5029684630014417	31.57894736842105
5F4E_A	3U82_A	32.0	16.9346	32.3571	3.476833471363587	22.641509433962266
5F4E_B	3U82_A	22.0	13.0826	549.49	6.308990575315937	29.411764705882355
5K39_A	3U82_A	18.0	11.5418	1933.14	7.566900902866068	29.411764705882355
5K39_B	3U82_A	26.0	14.6234	214.146	5.366658025390554	36.84210526315789
5M2O_A	3U82_A	22.0	13.0826	573.206	6.351245163449826	20.454545454545457
5M2O_B	3U82_A	13.0	9.61583	7712.0	8.950532836290382	60.0
5TAR_A	3U82_A	0.0	0.0	inf	inf	0.0
5TAR_B	3U82_A	12.0	9.23063	10738.8	9.281618629976812	100.0
5UFE_A	3U82_A	0.0	0.0	inf	inf	0.0
5UFE_B	3U82_A	25.0	14.2382	184.474	5.217508532141013	33.33333333333333
1A22_A	3U82_B	29.0	15.779	105.884	4.662344155262609	24.324324324324326
1A22_B	3U82_B	35.0	18.0902	20.2534	3.0083226806932815	21.666666666666668
1BP3_A	3U82_B	30.0	16.1642	92.3551	4.525640929809106	31.818181818181817
1BP3_B	3U82_B	30.0	16.1642	81.6396	4.402314438370602	33.33333333333333
1C1Y_A	3U82_B	21.0	12.6974	1015.9	6.923530198097499	33.33333333333333
1C1Y_B	3U82_B	22.0	13.0826	798.752	6.683050509600973	44.44444444444444
1E50_A	3U82_B	19.0	11.927	2048.22	7.624726402265082	25.0
1E50_B	3U82_B	27.0	15.0086	165.792	5.110733990632378	36.36363636363637
1FC2_C	3U82_B	0.0	0.0	inf	inf	0.0
1FC2_D	3U82_B	45.0	21.9422	1.26711	0.23673871682851827	25.6198347107438
1FFW_A	3U82_B	22.0	13.0826	748.228	6.617707744362708	37.5
1FFW_B	3U82_B	24.0	13.853	337.714	5.822199383446629	22.22222222222222
1GUA_A	3U82_B	24.0	13.853	408.014	6.011301487540949	40.0
1GUA_B	3U82_B	22.0	13.0826	796.563	6.680306222267373	44.44444444444444
1JTD_A	3U82_B	27.0	15.0086	203.541	5.3158674587909225	62.5
1JTD_B	3U82_B	30.0	16.1642	79.0635	4.370251327063195	30.434782608695656
1JTG_A	3U82_B	27.0	15.0086	212.704	5.359901527859171	62.5
1JTG_B	3U82_B	23.0	13.4678	528.223	6.269518543027093	35.714285714285715
1K8R_A	3U82_B	16.0	10.7714	4923.87	8.501850085656068	44.44444444444444
1K8R_B	3U82_B	27.0	15.0086	145.161	4.977843471271265	30.76923076923077
1LFD_A	3U82_B	18.0	11.5418	2669.01	7.889462896119124	21.428571428571427
1LFD_B	3U82_B	15.0	10.3862	5287.66	8.57313108294399	44.44444444444444
1WQJ_B	3U82_B	26.0	14.6234	236.493	5.465918609185281	40.0
1WQJ_I	3U82_B	0.0	0.0	inf	inf	0.0
1YCS_A	3U82_B	27.0	15.0086	201.437	5.305476677413098	40.0
1YCS_B	3U82_B	17.0	11.1566	3781.33	8.237831078580138	26.31578947368421
2AW2_A	3U82_B	29.0	15.779	103.819	4.642648998297214	31.03448275862069
2AW2_B	3U82_B	9.0	8.07503	36219.8	10.497361209611006	33.33333333333333
2C5D_A	3U82_B	31.0	16.5494	64.6273	4.168636922137259	50.0
2C5D_C	3U82_B	43.0	21.1718	1.8612	0.6212214409883564	43.75
2DVW_A	3U82_B	26.0	14.6234	237.39	5.469704358289212	42.10526315789473
2DVW_B	3U82_B	0.0	0.0	inf	inf	0.0
2G2U_A	3U82_B	21.0	12.6974	1009.9	6.917606595032511	50.0
2G2U_B	3U82_B	23.0	13.4678	528.223	6.269518543027093	35.714285714285715
2KSO_A	3U82_B	0.0	0.0	inf	inf	0.0
2KSO_B	3U82_B	22.0	13.0826	639.287	6.4603534928248045	57.14285714285714
2REX_A	3U82_B	15.0	10.3862	6142.04	8.722912213516194	42.857142857142854
2REX_B	3U82_B	24.0	13.853	455.548	6.121501089852788	31.57894736842105
2WPT_A	3U82_B	15.0	10.3862	6545.25	8.786494874711531	40.0
2WPT_B	3U82_B	22.0	13.0826	851.785	6.747334147566508	23.076923076923077
3BT1_A	3U82_B	21.0	12.6974	961.975	6.8689884628020375	57.14285714285714
3BT1_U	3U82_B	29.0	15.779	125.947	4.8358611835391585	26.31578947368421
3BX1_A	3U82_B	32.0	16.9346	43.4029	3.770526259150482	44.44444444444444
3BX1_C	3U82_B	24.0	13.853	483.652	6.181365639841757	27.27272727272727
3EG5_A	3U82_B	26.0	14.6234	263.066	5.57240495126528	35.294117647058826
3EG5_B	3U82_B	27.0	15.0086	197.347	5.284963600574514	20.253164556962027
3F1S_A	3U82_B	32.0	16.9346	49.3661	3.8992639538091747	24.137931034482758
3F1S_B	3U82_B	33.0	17.3198	35.5634	3.5713170191234367	30.0
3KUD_A	3U82_B	15.0	10.3862	5102.07	8.537401618717398	44.44444444444444
3KUD_B	3U82_B	22.0	13.0826	796.563	6.680306222267373	44.44444444444444
3LB6_A	3U82_B	21.0	12.6974	954.896	6.861602434027078	46.666666666666664
3LB6_C	3U82_B	39.0	19.631	6.15795	1.8177439299500207	29.545454545454547
3MZG_A	3U82_B	0.0	0.0	inf	inf	0.0
3MZG_B	3U82_B	30.0	16.1642	75.9452	4.330012027571273	33.33333333333333
3N06_A	3U82_B	0.0	0.0	inf	inf	0.0
3N06_B	3U82_B	30.0	16.1642	75.9452	4.330012027571273	33.33333333333333
3N0P_A	3U82_B	0.0	0.0	inf	inf	0.0
3N0P_B	3U82_B	30.0	16.1642	75.9452	4.330012027571273	33.33333333333333
3N4I_A	3U82_B	21.0	12.6974	1018.81	6.92639055852631	50.0
3N4I_B	3U82_B	23.0	13.4678	528.223	6.269518543027093	35.714285714285715
3NCB_A	3U82_B	0.0	0.0	inf	inf	0.0
3NCB_B	3U82_B	30.0	16.1642	75.9452	4.330012027571273	33.33333333333333
3NCC_A	3U82_B	0.0	0.0	inf	inf	0.0
3NCC_B	3U82_B	30.0	16.1642	76.6218	4.338881631557246	33.33333333333333
3NVN_A	3U82_B	34.0	17.705	32.4628	3.480094818378587	28.08988764044944
3NVN_B	3U82_B	32.0	16.9346	58.2197	4.064223785435771	38.88888888888889
3Q3J_A	3U82_B	34.0	17.705	21.9199	3.087394900025613	30.76923076923077
3Q3J_B	3U82_B	16.0	10.7714	4088.05	8.315823362728509	16.666666666666664
3QHY_A	3U82_B	32.0	16.9346	54.2423	3.993461046862904	80.0
3QHY_B	3U82_B	30.0	16.1642	77.6165	4.351780033452839	30.434782608695656
3RF3_A	3U82_B	28.0	15.3938	170.321	5.1376848918690685	40.0
3RF3_C	3U82_B	0.0	0.0	inf	inf	0.0
3S9D_A	3U82_B	0.0	0.0	inf	inf	0.0
3S9D_B	3U82_B	30.0	16.1642	78.8863	4.368007575259247	35.0
3SE3_A	3U82_B	25.0	14.2382	406.958	6.008709986014523	29.03225806451613
3SE3_B	3U82_B	22.0	13.0826	841.865	6.735619668846123	44.44444444444444
3SF4_A	3U82_B	27.0	15.0086	216.194	5.376176152738606	50.0
3SF4_D	3U82_B	20.0	12.3122	1045.63	6.952374853558705	33.33333333333333
3U82_A	3U82_B	27.0	15.0086	180.636	5.196483956666367	35.714285714285715
3U82_B	3U82_B	1616.0	627.091	0.0	-inf	100.0
3WWN_A	3U82_B	26.0	14.6234	267.515	5.589175639530286	18.26086956521739
3WWN_B	3U82_B	14.0	10.001	8650.52	9.06537471372599	50.0
4BFI_A	3U82_B	103.0	44.2838	4.02535e-08	-17.028068880340598	25.0
4BFI_B	3U82_B	150.0	62.3882	3.20936e-14	-31.07011976159998	26.96629213483146
4EKD_A	3U82_B	22.0	13.0826	776.487	6.654779900658513	44.44444444444444
4EKD_B	3U82_B	18.0	11.5418	2660.7	7.886344525050516	60.0
4FZA_A	3U82_B	22.0	13.0826	790.882	6.673148778384098	28.57142857142857
4FZA_B	3U82_B	28.0	15.3938	158.786	5.067557383717539	28.57142857142857
4G0N_A	3U82_B	15.0	10.3862	5239.93	8.564063418447233	44.44444444444444
4G0N_B	3U82_B	22.0	13.0826	800.884	6.685716117604799	44.44444444444444
4G2V_A	3U82_B	27.0	15.0086	198.331	5.289937352102433	50.0
4G2V_B	3U82_B	0.0	0.0	inf	inf	0.0
4HRN_A	3U82_B	42.0	20.7866	2.12226	0.7524815586050484	26.31578947368421
4HRN_D	3U82_B	21.0	12.6974	885.946	6.786656000666407	30.76923076923077
4L0P_A	3U82_B	24.0	13.853	444.676	6.09734592709243	29.411764705882355
4L0P_B	3U82_B	26.0	14.6234	216.865	5.379275040127961	26.666666666666668
4MYW_A	3U82_B	31.0	16.5494	55.7994	4.021763116641282	26.25
4MYW_B	3U82_B	1618.0	627.861	0.0	-inf	100.0
4NZW_A	3U82_B	27.0	15.0086	187.585	5.234232076019288	34.285714285714285
4NZW_B	3U82_B	29.0	15.779	104.415	4.64837334328874	24.444444444444443
4O27_A	3U82_B	22.0	13.0826	777.284	6.655805791951246	28.57142857142857
4O27_B	3U82_B	31.0	16.5494	65.9777	4.189316806144648	33.33333333333333
4OFY_A	3U82_B	70.0	31.5722	0.000994262	-6.913509804550264	26.25
4OFY_D	3U82_B	82.0	36.1946	3.90475e-05	-10.150731704214534	20.075757575757574
4RA0_A	3U82_B	31.0	16.5494	66.4159	4.195936485648263	50.0
4RA0_C	3U82_B	43.0	21.1718	1.8246	0.601360784929237	43.75
4RS1_A	3U82_B	0.0	0.0	inf	inf	0.0
4RS1_B	3U82_B	32.0	16.9346	52.1544	3.9542085498914994	31.914893617021278
4WND_A	3U82_B	27.0	15.0086	213.128	5.361892924185046	50.0
4WND_B	3U82_B	0.0	0.0	inf	inf	0.0
4Y61_A	3U82_B	49.0	23.483	0.48219	-0.7294170517329777	24.571428571428573
4Y61_B	3U82_B	29.0	15.779	101.01	4.615219521841093	40.0
4YEB_A	3U82_B	33.0	17.3198	42.6009	3.7518753798127213	41.17647058823529
4YEB_B	3U82_B	28.0	15.3938	156.558	5.05342654835114	29.411764705882355
4YFD_A	3U82_B	48.0	23.0978	0.60078	-0.5095264680343706	24.571428571428573
4YFD_B	3U82_B	34.0	17.705	28.6635	3.3556245363673987	22.22222222222222
5CXB_A	3U82_B	24.0	13.853	452.074	6.113845883246255	21.27659574468085
5CXB_B	3U82_B	34.0	17.705	26.7782	3.2875881236649827	34.61538461538461
5CYK_A	3U82_B	34.0	17.705	26.9975	3.2957442691247776	23.684210526315788
5CYK_B	3U82_B	36.0	18.4754	18.0559	2.8934725011746876	28.985507246376812
5F4E_A	3U82_B	34.0	17.705	27.0503	3.2976980958040034	50.0
5F4E_B	3U82_B	36.0	18.4754	13.9682	2.6367833174368918	19.672131147540984
5K39_A	3U82_B	37.0	18.8606	10.7821	2.3778873517035883	45.45454545454545
5K39_B	3U82_B	32.0	16.9346	43.5923	3.7748805292538132	28.57142857142857
5M2O_A	3U82_B	32.0	16.9346	42.2197	3.742886936757791	27.500000000000004
5M2O_B	3U82_B	16.0	10.7714	4544.09	8.421582766542873	100.0
5TAR_A	3U82_B	14.0	10.001	7153.45	8.875350036796444	100.0
5TAR_B	3U82_B	27.0	15.0086	184.801	5.2192795704483546	50.0
5UFE_A	3U82_B	14.0	10.001	7219.75	8.884575605248596	100.0
5UFE_B	3U82_B	17.0	11.1566	2899.58	7.972321177899831	33.33333333333333
1A22_A	3WWN_A	25.0	14.2382	263.829	5.57530116600765	33.33333333333333
1A22_B	3WWN_A	22.0	13.0826	649.158	6.475676138538382	26.31578947368421
1BP3_A	3WWN_A	27.0	15.0086	164.842	5.104987439374446	35.714285714285715
