SKP_v1_wild	SKP_v2_wild	score	bit_score	E_value	log_E_value	per_identity
1S1Q_A	3N06_B	21.0	12.6974	865.03	6.762764188411395	42.857142857142854
1S1Q_B	3N06_B	0.0	0.0	inf	inf	0.0
1SBB_A	3N06_B	26.0	14.6234	240.325	5.4819921739518795	50.0
1SBB_B	3N06_B	24.0	13.853	457.327	6.125398671125329	50.0
1SBN_A	3N06_B	28.0	15.3938	141.41	4.9516634723196855	50.0
1SBN_B	3N06_B	27.0	15.0086	134.613	4.902403995013409	32.142857142857146
1SGD_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
1SGD_B	3N06_B	16.0	10.7714	3552.28	8.175344929834061	60.0
1SGE_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
1SGE_B	3N06_B	16.0	10.7714	3658.82	8.204895970040365	60.0
1SGN_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
1SGN_B	3N06_B	16.0	10.7714	3517.44	8.165488731273765	60.0
1SGP_A	3N06_B	24.0	13.853	463.815	6.1394857658249755	50.0
1SGP_B	3N06_B	20.0	12.3122	1076.04	6.981042914751956	50.0
1SGQ_A	3N06_B	24.0	13.853	463.815	6.1394857658249755	50.0
1SGQ_B	3N06_B	16.0	10.7714	3517.44	8.165488731273765	60.0
1SGY_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
1SGY_B	3N06_B	16.0	10.7714	3768.52	8.234437630420828	60.0
1SIB_A	3N06_B	28.0	15.3938	141.41	4.9516634723196855	50.0
1SIB_B	3N06_B	31.0	16.5494	38.529	3.6514112044990283	32.142857142857146
1TM1_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TM1_B	3N06_B	0.0	0.0	inf	inf	0.0
1TM3_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TM3_B	3N06_B	0.0	0.0	inf	inf	0.0
1TM4_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TM4_B	3N06_B	0.0	0.0	inf	inf	0.0
1TM5_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TM5_B	3N06_B	0.0	0.0	inf	inf	0.0
1TM7_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TM7_B	3N06_B	20.0	12.3122	1159.69	7.055908007005759	44.44444444444444
1TMG_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TMG_B	3N06_B	0.0	0.0	inf	inf	0.0
1TO1_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1TO1_B	3N06_B	0.0	0.0	inf	inf	0.0
1UUZ_A	3N06_B	39.0	19.631	4.152	1.4235901458635876	26.785714285714285
1UUZ_B	3N06_B	15.0	10.3862	4694.2	8.454082983087442	31.57894736842105
1X1X_A	3N06_B	20.0	12.3122	1328.29	7.191647679690334	26.923076923076923
1X1X_B	3N06_B	23.0	13.4678	469.837	6.1523858260414865	20.0
1XD3_A	3N06_B	18.0	11.5418	2482.74	7.817118067983593	62.5
1XD3_B	3N06_B	0.0	0.0	inf	inf	0.0
1Y1K_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1Y1K_B	3N06_B	0.0	0.0	inf	inf	0.0
1Y33_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1Y33_B	3N06_B	0.0	0.0	inf	inf	0.0
1Y34_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1Y34_B	3N06_B	0.0	0.0	inf	inf	0.0
1Y3B_A	3N06_B	28.0	15.3938	139.203	4.9359332993922225	50.0
1Y3B_B	3N06_B	0.0	0.0	inf	inf	0.0
1Z7X_A	3N06_B	22.0	13.0826	831.31	6.723002769816309	25.0
1Z7X_B	3N06_B	16.0	10.7714	4323.81	8.371892236998114	25.0
2A9K_A	3N06_B	28.0	15.3938	142.93	4.962354999921024	21.1864406779661
2A9K_B	3N06_B	19.0	11.927	1598.12	7.376583217374151	30.76923076923077
2AJF_A	3N06_B	31.0	16.5494	62.4414	4.134228516920537	31.25
2AJF_B	3N06_B	26.0	14.6234	227.71	5.428072889540573	45.45454545454545
2B0Z_A	3N06_B	31.0	16.5494	53.5817	3.9812075918699446	85.71428571428571
2B0Z_B	3N06_B	18.0	11.5418	2183.07	7.688487422000112	38.46153846153847
2B10_A	3N06_B	31.0	16.5494	53.5817	3.9812075918699446	85.71428571428571
2B10_B	3N06_B	18.0	11.5418	2244.29	7.7161444918042426	38.46153846153847
2B11_A	3N06_B	31.0	16.5494	53.5817	3.9812075918699446	85.71428571428571
2B11_B	3N06_B	18.0	11.5418	1972.46	7.587036773680444	38.46153846153847
2B12_A	3N06_B	31.0	16.5494	53.5817	3.9812075918699446	85.71428571428571
2B12_B	3N06_B	18.0	11.5418	2104.01	7.651600326698017	38.46153846153847
2B42_A	3N06_B	31.0	16.5494	62.5239	4.13554888364611	25.0
2B42_B	3N06_B	29.0	15.779	96.3457	4.567942764907546	27.659574468085108
2BTF_A	3N06_B	36.0	18.4754	12.6414	2.5369771420790026	22.5
2BTF_B	3N06_B	35.0	18.0902	14.4515	2.670798215399321	34.48275862068966
2FTL_A	3N06_B	39.0	19.631	6.32525	1.8445495595241639	46.15384615384615
2FTL_B	3N06_B	14.0	10.001	7449.32	8.915878032039988	66.66666666666666
2G2U_A	3N06_B	19.0	11.927	1731.29	7.4566220743618805	75.0
2G2U_B	3N06_B	13.0	9.61583	8435.84	9.040244575084046	40.0
2G2W_A	3N06_B	19.0	11.927	1731.29	7.4566220743618805	75.0
2G2W_B	3N06_B	0.0	0.0	inf	inf	0.0
2GYK_A	3N06_B	27.0	15.0086	146.46	4.986752353632924	31.25
2GYK_B	3N06_B	22.0	13.0826	678.231	6.519487937877218	57.14285714285714
2HLE_A	3N06_B	41.0	20.4014	3.01617	1.1039878146049489	35.714285714285715
2HLE_B	3N06_B	32.0	16.9346	37.3667	3.6207799334702666	26.666666666666668
2HRK_A	3N06_B	25.0	14.2382	283.546	5.647374367501074	80.0
2HRK_B	3N06_B	19.0	11.927	1495.13	7.309968438566027	28.57142857142857
2I26_A	3N06_B	33.0	17.3198	24.768	3.2095524974073166	60.0
2I26_B	3N06_B	15.0	10.3862	4694.2	8.454082983087442	31.57894736842105
2I9B_A	3N06_B	19.0	11.927	1537.76	7.338082091074974	33.33333333333333
2I9B_B	3N06_B	29.0	15.779	98.6331	4.591406905071181	36.36363636363637
2J0T_A	3N06_B	42.0	20.7866	1.83929	0.6093796275888593	20.33898305084746
2J0T_B	3N06_B	15.0	10.3862	5946.87	8.690620309706441	66.66666666666666
2J1K_A	3N06_B	21.0	12.6974	1060.31	6.966316597180309	50.0
2J1K_B	3N06_B	34.0	17.705	17.9536	2.887790651928465	34.78260869565217
2NU0_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2NU0_B	3N06_B	16.0	10.7714	4240.61	8.352462405802534	60.0
2NU1_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2NU1_B	3N06_B	16.0	10.7714	3658.82	8.204895970040365	60.0
2NU2_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2NU2_B	3N06_B	16.0	10.7714	3517.44	8.165488731273765	60.0
2NU4_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2NU4_B	3N06_B	16.0	10.7714	3622.96	8.19504665026002	60.0
2O3B_A	3N06_B	30.0	16.1642	83.0705	4.419689644852969	53.84615384615385
2O3B_B	3N06_B	25.0	14.2382	280.241	5.635649947252833	36.36363636363637
2OOB_A	3N06_B	0.0	0.0	inf	inf	0.0
2OOB_B	3N06_B	0.0	0.0	inf	inf	0.0
2PCB_A	3N06_B	31.0	16.5494	54.0595	3.9900852918229175	85.71428571428571
2PCB_B	3N06_B	17.0	11.1566	3065.43	8.027943132167927	100.0
2PCC_A	3N06_B	31.0	16.5494	54.0595	3.9900852918229175	85.71428571428571
2PCC_B	3N06_B	18.0	11.5418	2104.01	7.651600326698017	38.46153846153847
2SGP_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2SGP_B	3N06_B	16.0	10.7714	4077.11	8.31314368307829	60.0
2SGQ_A	3N06_B	23.0	13.4678	476.52	6.16650969493116	50.0
2SGQ_B	3N06_B	16.0	10.7714	3658.82	8.204895970040365	60.0
2SIC_A	3N06_B	28.0	15.3938	141.41	4.9516634723196855	50.0
2SIC_B	3N06_B	21.0	12.6974	865.33	6.763110937068328	23.076923076923077
2VLN_A	3N06_B	26.0	14.6234	185.734	5.224315542606548	31.25
2VLN_B	3N06_B	22.0	13.0826	632.581	6.449808275643385	57.14285714285714
2VLO_A	3N06_B	25.0	14.2382	238.058	5.472514341461059	31.25
2VLO_B	3N06_B	23.0	13.4678	550.412	6.310667088707048	25.0
2VLQ_A	3N06_B	26.0	14.6234	209.924	5.346745560452232	31.25
2VLQ_B	3N06_B	32.0	16.9346	42.1997	3.7424131120119575	29.78723404255319
2WPT_A	3N06_B	29.0	15.779	67.9021	4.218066961921447	40.0
2WPT_B	3N06_B	22.0	13.0826	613.087	6.418506850825034	57.14285714285714
3BK3_A	3N06_B	18.0	11.5418	1985.76	7.593756991381211	26.31578947368421
3BK3_B	3N06_B	24.0	13.853	332.163	5.80562581228859	62.5
3BP8_A	3N06_B	19.0	11.927	1747.23	7.465786955732848	37.5
3BP8_B	3N06_B	0.0	0.0	inf	inf	0.0
3BTD_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTD_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTE_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTE_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTF_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTF_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTG_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTG_B	3N06_B	14.0	10.001	6705.75	8.810720646283537	66.66666666666666
3BTH_A	3N06_B	39.0	19.631	6.26204	1.8345060106193603	46.15384615384615
3BTH_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTM_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTM_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTQ_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTQ_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTT_A	3N06_B	39.0	19.631	6.33185	1.8455924525404463	46.15384615384615
3BTT_B	3N06_B	14.0	10.001	6836.6	8.830045811009963	66.66666666666666
3BTW_A	3N06_B	39.0	19.631	6.32525	1.8445495595241639	46.15384615384615
3BTW_B	3N06_B	14.0	10.001	7825.88	8.965191469149094	66.66666666666666
3SGB_A	3N06_B	24.0	13.853	463.815	6.1394857658249755	50.0
3SGB_B	3N06_B	19.0	11.927	1463.39	7.2885109410249145	30.0
4CPA_A	3N06_B	29.0	15.779	89.2454	4.491389878715239	31.57894736842105
4CPA_B	3N06_B	17.0	11.1566	2836.27	7.950245087633755	36.36363636363637
1A22_A	3N0P_A	139.0	58.151	2.11808e-13	-29.183096190974172	25.0
1A22_B	3N0P_A	13.0	9.61583	7817.99	8.964182767252568	27.027027027027028
1A4Y_A	3N0P_A	25.0	14.2382	267.457	5.588958805751219	33.33333333333333
1A4Y_B	3N0P_A	21.0	12.6974	923.23	6.827878390893106	41.66666666666667
1ACB_A	3N0P_A	28.0	15.3938	134.539	4.901854119836077	40.0
1ACB_B	3N0P_A	19.0	11.927	1451.07	7.280056494311868	23.076923076923077
1AK4_A	3N0P_A	0.0	0.0	inf	inf	0.0
1AK4_B	3N0P_A	12.0	9.23063	11916.1	9.385645705875838	100.0
1B2S_A	3N0P_A	18.0	11.5418	1761.86	7.474125348174811	25.0
1B2S_B	3N0P_A	0.0	0.0	inf	inf	0.0
1B2U_A	3N0P_A	18.0	11.5418	1761.86	7.474125348174811	25.0
1B2U_B	3N0P_A	0.0	0.0	inf	inf	0.0
1B3S_A	3N0P_A	18.0	11.5418	1745.64	7.464876529573371	25.0
1B3S_B	3N0P_A	0.0	0.0	inf	inf	0.0
1BRS_A	3N0P_A	18.0	11.5418	1792.68	7.4914669858422265	25.0
1BRS_B	3N0P_A	0.0	0.0	inf	inf	0.0
1CSE_A	3N0P_A	23.0	13.4678	506.864	6.228242723031235	38.46153846153847
1CSE_B	3N0P_A	0.0	0.0	inf	inf	0.0
1CSO_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1CSO_B	3N0P_A	0.0	0.0	inf	inf	0.0
1CT0_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1CT0_B	3N0P_A	14.0	10.001	7544.93	8.928631093491582	50.0
1CT2_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1CT2_B	3N0P_A	0.0	0.0	inf	inf	0.0
1CT4_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1CT4_B	3N0P_A	0.0	0.0	inf	inf	0.0
1E96_A	3N0P_A	17.0	11.1566	2831.9	7.948703143455709	44.44444444444444
1E96_B	3N0P_A	24.0	13.853	368.928	5.910601503050543	40.0
1EAW_A	3N0P_A	40.0	20.0162	3.97747	1.3806459387752135	23.52941176470588
1EAW_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
1EFN_A	3N0P_A	0.0	0.0	inf	inf	0.0
1EFN_B	3N0P_A	12.0	9.23063	13138.6	9.483309741461225	50.0
1EMV_A	3N0P_A	22.0	13.0826	511.921	6.23817031625952	27.586206896551722
1EMV_B	3N0P_A	21.0	12.6974	870.835	6.769452521478724	27.27272727272727
1F47_A	3N0P_A	0.0	0.0	inf	inf	0.0
1F47_B	3N0P_A	35.0	18.0902	14.041	2.6419816211325053	28.947368421052634
1FC2_A	3N0P_A	34.0	17.705	8.81857	2.17685972535469	24.0
1FC2_B	3N0P_A	18.0	11.5418	2131.79	7.664717281372471	20.27027027027027
1FCC_A	3N0P_A	18.0	11.5418	2150.71	7.673553299165079	20.27027027027027
1FCC_B	3N0P_A	0.0	0.0	inf	inf	0.0
1FFW_A	3N0P_A	0.0	0.0	inf	inf	0.0
1FFW_B	3N0P_A	20.0	12.3122	920.918	6.8253709986325095	39.130434782608695
1FR2_A	3N0P_A	21.0	12.6974	864.257	6.761870178277177	36.36363636363637
1FR2_B	3N0P_A	21.0	12.6974	824.177	6.714385312667247	27.27272727272727
1GC1_A	3N0P_A	14.0	10.001	6013.3	8.70172896169589	33.33333333333333
1GC1_B	3N0P_A	16.0	10.7714	3952.24	8.282037785768782	57.14285714285714
1GL0_A	3N0P_A	28.0	15.3938	132.143	4.883884669537609	40.0
1GL0_B	3N0P_A	0.0	0.0	inf	inf	0.0
1GL1_A	3N0P_A	28.0	15.3938	134.417	4.900946908185342	40.0
1GL1_B	3N0P_A	0.0	0.0	inf	inf	0.0
1H9D_A	3N0P_A	22.0	13.0826	700.881	6.552338115134855	27.27272727272727
1H9D_B	3N0P_A	26.0	14.6234	188.881	5.241117187130036	71.42857142857143
1HE8_A	3N0P_A	26.0	14.6234	220.285	5.394922162520551	21.428571428571427
1HE8_B	3N0P_A	21.0	12.6974	774.94	6.6527856070014755	24.324324324324326
1IAR_A	3N0P_A	29.0	15.779	72.5524	4.28430905941709	30.0
1IAR_B	3N0P_A	34.0	17.705	20.2136	3.006355645191122	35.0
1JCK_A	3N0P_A	24.0	13.853	357.418	5.878905965195226	40.0
1JCK_B	3N0P_A	0.0	0.0	inf	inf	0.0
1JTG_A	3N0P_A	24.0	13.853	356.767	5.877082907639265	40.0
1JTG_B	3N0P_A	24.0	13.853	323.795	5.780110599493676	20.930232558139537
1KAC_A	3N0P_A	28.0	15.3938	100.903	4.614159659325889	27.027027027027028
1KAC_B	3N0P_A	19.0	11.927	1463.23	7.28840159987358	50.0
1KTZ_A	3N0P_A	0.0	0.0	inf	inf	0.0
1KTZ_B	3N0P_A	0.0	0.0	inf	inf	0.0
1LFD_A	3N0P_A	19.0	11.927	1462.42	7.287847876755165	35.714285714285715
1LFD_B	3N0P_A	25.0	14.2382	301.505	5.708786599777659	25.0
1M9E_A	3N0P_A	0.0	0.0	inf	inf	0.0
1M9E_B	3N0P_A	12.0	9.23063	11949.8	9.388469820817928	100.0
1MAH_A	3N0P_A	35.0	18.0902	18.6965	2.9283363405674403	16.666666666666664
1MAH_B	3N0P_A	0.0	0.0	inf	inf	0.0
1P69_A	3N0P_A	28.0	15.3938	101.824	4.623245832715321	27.027027027027028
1P69_B	3N0P_A	19.0	11.927	1463.23	7.28840159987358	50.0
1P6A_A	3N0P_A	29.0	15.779	93.8289	4.541472910903814	27.027027027027028
1P6A_B	3N0P_A	19.0	11.927	1463.23	7.28840159987358	50.0
1PPF_A	3N0P_A	14.0	10.001	6948.29	8.846250865119785	100.0
1PPF_B	3N0P_A	0.0	0.0	inf	inf	0.0
1R0R_A	3N0P_A	23.0	13.4678	506.864	6.228242723031235	38.46153846153847
1R0R_B	3N0P_A	0.0	0.0	inf	inf	0.0
1S0W_A	3N0P_A	25.0	14.2382	242.942	5.492822731723625	40.0
1S0W_B	3N0P_A	28.0	15.3938	106.474	4.667900823889146	22.22222222222222
1S1Q_A	3N0P_A	32.0	16.9346	30.7733	3.426647430902185	44.44444444444444
1S1Q_B	3N0P_A	18.0	11.5418	2140.36	7.668729318166842	57.14285714285714
1SBB_A	3N0P_A	24.0	13.853	357.418	5.878905965195226	40.0
1SBB_B	3N0P_A	19.0	11.927	1607.72	7.382572305223402	25.0
1SBN_A	3N0P_A	17.0	11.1566	2852.47	7.955940564590654	28.57142857142857
1SBN_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGD_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
1SGD_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGE_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
1SGE_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGN_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
1SGN_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGP_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1SGP_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGQ_A	3N0P_A	11.0	8.84543	13640.0	9.520761931397454	66.66666666666666
1SGQ_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SGY_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
1SGY_B	3N0P_A	0.0	0.0	inf	inf	0.0
1SIB_A	3N0P_A	17.0	11.1566	2852.47	7.955940564590654	28.57142857142857
1SIB_B	3N0P_A	20.0	12.3122	1170.96	7.065579204175691	23.076923076923077
1TM1_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TM1_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TM3_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TM3_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TM4_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TM4_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TM5_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TM5_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TM7_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TM7_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TMG_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TMG_B	3N0P_A	0.0	0.0	inf	inf	0.0
1TO1_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1TO1_B	3N0P_A	0.0	0.0	inf	inf	0.0
1UUZ_A	3N0P_A	0.0	0.0	inf	inf	0.0
1UUZ_B	3N0P_A	0.0	0.0	inf	inf	0.0
1X1X_A	3N0P_A	18.0	11.5418	1778.22	7.483368142952547	25.0
1X1X_B	3N0P_A	0.0	0.0	inf	inf	0.0
1XD3_A	3N0P_A	19.0	11.927	1429.23	7.264891116693016	25.925925925925924
1XD3_B	3N0P_A	28.0	15.3938	79.0798	4.370457469214747	50.0
1Y1K_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1Y1K_B	3N0P_A	0.0	0.0	inf	inf	0.0
1Y33_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1Y33_B	3N0P_A	0.0	0.0	inf	inf	0.0
1Y34_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1Y34_B	3N0P_A	0.0	0.0	inf	inf	0.0
1Y3B_A	3N0P_A	17.0	11.1566	2657.5	7.885141110216103	28.57142857142857
1Y3B_B	3N0P_A	0.0	0.0	inf	inf	0.0
1Z7X_A	3N0P_A	25.0	14.2382	267.457	5.588958805751219	33.33333333333333
1Z7X_B	3N0P_A	20.0	12.3122	1122.34	7.023171070481263	35.714285714285715
2A9K_A	3N0P_A	29.0	15.779	95.9302	4.563620843681222	29.03225806451613
2A9K_B	3N0P_A	15.0	10.3862	5221.46	8.560532335256344	23.404255319148938
2AJF_A	3N0P_A	24.0	13.853	394.467	5.977535486596943	17.857142857142858
2AJF_B	3N0P_A	0.0	0.0	inf	inf	0.0
2B0Z_A	3N0P_A	32.0	16.9346	42.6394	3.7527787084640285	33.33333333333333
2B0Z_B	3N0P_A	0.0	0.0	inf	inf	0.0
2B10_A	3N0P_A	32.0	16.9346	42.6394	3.7527787084640285	33.33333333333333
2B10_B	3N0P_A	0.0	0.0	inf	inf	0.0
2B11_A	3N0P_A	32.0	16.9346	42.6394	3.7527787084640285	33.33333333333333
2B11_B	3N0P_A	0.0	0.0	inf	inf	0.0
2B12_A	3N0P_A	32.0	16.9346	42.6394	3.7527787084640285	33.33333333333333
2B12_B	3N0P_A	0.0	0.0	inf	inf	0.0
2B42_A	3N0P_A	0.0	0.0	inf	inf	0.0
2B42_B	3N0P_A	18.0	11.5418	2067.92	7.634298550160511	33.33333333333333
2BTF_A	3N0P_A	33.0	17.3198	33.4685	3.510604697965596	26.47058823529412
2BTF_B	3N0P_A	16.0	10.7714	3439.85	8.14318314476557	27.77777777777778
2FTL_A	3N0P_A	27.0	15.0086	139.43	4.93756268320693	24.324324324324326
2FTL_B	3N0P_A	23.0	13.4678	382.368	5.946383495667344	57.14285714285714
2G2U_A	3N0P_A	23.0	13.4678	442.442	6.0923093824107815	33.33333333333333
2G2U_B	3N0P_A	24.0	13.853	323.795	5.780110599493676	20.930232558139537
2G2W_A	3N0P_A	23.0	13.4678	458.536	6.128038805517173	33.33333333333333
2G2W_B	3N0P_A	25.0	14.2382	290.076	5.670142957611964	27.27272727272727
2GYK_A	3N0P_A	20.0	12.3122	1095.68	6.999130454073268	27.586206896551722
2GYK_B	3N0P_A	21.0	12.6974	831.166	6.722829534232324	27.27272727272727
2HLE_A	3N0P_A	17.0	11.1566	2545.0	7.841885928984623	29.411764705882355
2HLE_B	3N0P_A	18.0	11.5418	2300.42	7.740846993941955	40.0
2HRK_A	3N0P_A	20.0	12.3122	1039.94	6.946918298163461	37.5
2HRK_B	3N0P_A	42.0	20.7866	1.66363	0.5090019619050768	25.862068965517242
2I26_A	3N0P_A	26.0	14.6234	171.639	5.145393433958601	44.44444444444444
2I26_B	3N0P_A	0.0	0.0	inf	inf	0.0
2I9B_A	3N0P_A	15.0	10.3862	5180.98	8.5527495065487	50.0
2I9B_B	3N0P_A	22.0	13.0826	667.148	6.503011910357361	42.857142857142854
2J0T_A	3N0P_A	25.0	14.2382	245.601	5.503708267925936	24.137931034482758
2J0T_B	3N0P_A	17.0	11.1566	3075.69	8.031284545312795	37.5
2J1K_A	3N0P_A	31.0	16.5494	46.6173	3.8419717168725542	55.55555555555556
2J1K_B	3N0P_A	19.0	11.927	1486.24	7.30400471963921	50.0
2NU0_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2NU0_B	3N0P_A	0.0	0.0	inf	inf	0.0
2NU1_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2NU1_B	3N0P_A	0.0	0.0	inf	inf	0.0
2NU2_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2NU2_B	3N0P_A	0.0	0.0	inf	inf	0.0
2NU4_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2NU4_B	3N0P_A	0.0	0.0	inf	inf	0.0
2O3B_A	3N0P_A	25.0	14.2382	266.141	5.584026243529443	23.91304347826087
2O3B_B	3N0P_A	23.0	13.4678	481.064	6.176000317387635	17.857142857142858
2OOB_A	3N0P_A	0.0	0.0	inf	inf	0.0
2OOB_B	3N0P_A	18.0	11.5418	2142.67	7.669807993881923	57.14285714285714
2PCB_A	3N0P_A	32.0	16.9346	41.8855	3.734939704982296	33.33333333333333
2PCB_B	3N0P_A	0.0	0.0	inf	inf	0.0
2PCC_A	3N0P_A	32.0	16.9346	41.8855	3.734939704982296	33.33333333333333
2PCC_B	3N0P_A	0.0	0.0	inf	inf	0.0
2SGP_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2SGP_B	3N0P_A	0.0	0.0	inf	inf	0.0
2SGQ_A	3N0P_A	11.0	8.84543	13518.3	9.511799602046093	66.66666666666666
2SGQ_B	3N0P_A	0.0	0.0	inf	inf	0.0
2SIC_A	3N0P_A	17.0	11.1566	2852.47	7.955940564590654	28.57142857142857
2SIC_B	3N0P_A	15.0	10.3862	4310.47	8.368802225876312	33.33333333333333
2VLN_A	3N0P_A	22.0	13.0826	522.826	6.259248712724633	27.586206896551722
2VLN_B	3N0P_A	21.0	12.6974	810.941	6.698195301777287	27.27272727272727
2VLO_A	3N0P_A	23.0	13.4678	500.706	6.216019102487588	27.586206896551722
2VLO_B	3N0P_A	21.0	12.6974	847.791	6.742634143150937	27.27272727272727
2VLQ_A	3N0P_A	22.0	13.0826	548.56	6.307296662976109	27.586206896551722
2VLQ_B	3N0P_A	21.0	12.6974	888.784	6.7898542363632055	27.27272727272727
2WPT_A	3N0P_A	21.0	12.6974	699.662	6.5505973612874975	36.36363636363637
2WPT_B	3N0P_A	21.0	12.6974	782.052	6.661921234498222	27.27272727272727
3BK3_A	3N0P_A	0.0	0.0	inf	inf	0.0
3BK3_B	3N0P_A	0.0	0.0	inf	inf	0.0
3BP8_A	3N0P_A	18.0	11.5418	2295.87	7.738867135627413	57.14285714285714
3BP8_B	3N0P_A	0.0	0.0	inf	inf	0.0
3BTD_A	3N0P_A	27.0	15.0086	144.621	4.974116527395836	24.324324324324326
3BTD_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
3BTE_A	3N0P_A	27.0	15.0086	144.621	4.974116527395836	24.324324324324326
3BTE_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
3BTF_A	3N0P_A	27.0	15.0086	144.621	4.974116527395836	24.324324324324326
3BTF_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
3BTG_A	3N0P_A	27.0	15.0086	144.621	4.974116527395836	24.324324324324326
3BTG_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
3BTH_A	3N0P_A	28.0	15.3938	133.217	4.891979377590204	24.324324324324326
3BTH_B	3N0P_A	23.0	13.4678	377.701	5.934102877318825	57.14285714285714
